Employee ID,Attrition,PC1,PC2,PC3
8410,Stayed,-0.2203898574303324,-0.7337722017676146,1.6702623634238092
64756,Stayed,0.5053008886614814,-0.6626900811801494,2.262848480174732
30257,Stayed,-1.1933858468934964,0.45799644783806864,0.28639421961531186
65791,Stayed,-0.6503285057768433,-1.645100085675627,0.8112760885005815
65026,Stayed,2.6009674700531686,-1.2210824719399767,-0.9836902965181096
24368,Left,-0.8512777262377963,1.3742567997902417,1.851580037417825
64970,Left,0.9825353926266298,-1.9139147395288043,-0.4267416747251279
36999,Stayed,0.5867450991500741,1.6130111386100792,1.7220048149263232
32714,Stayed,2.908359485033624,-1.7490965254027389,0.3883906200330049
15944,Left,-1.7616130803936556,0.10787025268165315,-0.1543518299658612
29972,Left,-0.7224780550284476,-0.8232743452681758,0.19312304701396057
9063,Left,-1.1810205279184856,0.8320456779333796,1.4584045816051707
21896,Left,1.8634454281751784,0.8994865208867054,-0.5824238096834811
28098,Stayed,-0.030879353161763972,0.6594703610741758,2.703049409524262
22068,Stayed,0.9524144649175736,-0.2756283177081836,-1.7066172890717182
17696,Left,-0.6480270627527844,-0.9594662580504739,-0.38245011897591125
55668,Left,-1.5356331535205199,0.7371633129160241,1.5541618126272203
19288,Stayed,-1.2824916446607857,0.5781962476632944,-0.7359823449187833
17034,Stayed,1.9712500379681361,-0.4248212868085685,0.493486273219297
9697,Stayed,-0.982546780896545,0.21210740787250087,0.47389426313145516
17209,Stayed,2.3456035959212,0.8094474364993436,1.488577103224339
45399,Stayed,2.1530192200530505,0.45122428733356446,-0.6320124464472231
58984,Left,-0.9189366862206672,0.4117065871615634,0.1750840737500676
24208,Left,-0.3153953127470151,-0.7661156780348675,-0.5106164766246373
14291,Left,0.23587022210258232,-1.3103421625771983,-0.42676022635325334
20748,Left,0.10961244476398298,-1.1253564868360633,-0.7683407556777219
13394,Stayed,-1.1145919923786756,1.873270949026705,-0.7050743587689029
65251,Stayed,0.7026925533945998,0.2532569655218405,0.1198919389788749
6885,Stayed,1.589533405783794,-2.0364974740853503,-0.37635028082163124
68576,Stayed,1.5355525147215547,0.47680778247813166,-0.7546572742825612
69149,Stayed,-1.1471470981868048,-0.3801092549702063,-0.701227720965076
61864,Stayed,-0.7315848754030473,0.8698578705376603,0.04840239733781834
